PVSYST 7.2.12;;;;;;
;File;File date;Description;;;
Projet;SE60_Ombrière Couloisy_Project.PRJ;18/03/22 10h17;SE60_Ombrière Couloisy;;;
Site géographique;Couloisy_PVGIS_SARAH_2005 à 2016.SIT;18/03/22 10h17;Couloisy;France;Europe;
Données météo;Couloisy_PVGIS_SARAH_SYN.MET;18/03/22 10h10;Couloisy;PVGIS-SARAH averages 01/01/05 to 31/12/16;Synthétique;
Variante de simulation;SE60_Ombrière Couloisy_Project.VC0;18/03/22 10h32;Nouvelle variante de simulation;;;
Simulation date;;18/03/22 10h45;;;;
;;;;;;
Simulation:;Valeurs horaires; du 01/01/90; au 31/12/90 ;;;
;;;;;;
date;GlobInc;GlobEff;EArray;E_Grid;PR;
    ;W/m²;W/m²;kW;kW;ratio;
;;;;;;
01/01/1990 00:00;0;0;0;-0,005;1;
01/01/1990 01:00;0;0;0;-0,005;1;0
01/01/1990 02:00;0;0;0;-0,005;1;0
01/01/1990 03:00;0;0;0;-0,005;1;0
01/01/1990 04:00;0;0;0;-0,005;1;0
01/01/1990 05:00;0;0;0;-0,005;1;0
01/01/1990 06:00;0;0;0;-0,005;1;0
01/01/1990 07:00;0;0;0;-0,005;1;0
01/01/1990 08:00;0;0;0;-0,005;1;0
01/01/1990 09:00;22,902;21,893;1,0376;0,8704;0,6961;0
01/01/1990 10:00;30,469;29,296;1,417;1,2466;0,7494;0
01/01/1990 11:00;72,969;69,603;3,5193;3,3297;0,8357;0
01/01/1990 12:00;119,82;114,09;5,8514;5,6307;0,8607;0
01/01/1990 13:00;109,22;104,05;5,3139;5,1039;0,8558;0
01/01/1990 14:00;189,68;173,39;8,9335;8,6481;0,835;0
01/01/1990 15:00;57,107;54,036;2,6844;2,5027;0,8027;0
01/01/1990 16:00;0;0;0;-0,005;1;0
01/01/1990 17:00;0;0;0;-0,005;1;0
01/01/1990 18:00;0;0;0;-0,005;1;0
01/01/1990 19:00;0;0;0;-0,005;1;0
01/01/1990 20:00;0;0;0;-0,005;1;0
01/01/1990 21:00;0;0;0;-0,005;1;0
01/01/1990 22:00;0;0;0;-0,005;1;0
01/01/1990 23:00;0;0;0;-0,005;1;0
02/01/1990 00:00;0;0;0;-0,005;1;0
02/01/1990 01:00;0;0;0;-0,005;1;0
02/01/1990 02:00;0;0;0;-0,005;1;0
02/01/1990 03:00;0;0;0;-0,005;1;0
02/01/1990 04:00;0;0;0;-0,005;1;0
02/01/1990 05:00;0;0;0;-0,005;1;0
02/01/1990 06:00;0;0;0;-0,005;1;0
02/01/1990 07:00;0;0;0;-0,005;1;0
02/01/1990 08:00;0;0;0;-0,005;1;0
02/01/1990 09:00;32,224;30,14;1,4804;1,3095;0,7443;0
02/01/1990 10:00;58,849;55,918;2,8398;2,6567;0,8268;0
02/01/1990 11:00;92,122;87,658;4,5273;4,3275;0,8604;0
02/01/1990 12:00;122,48;116,56;6,0639;5,8389;0,8731;0
02/01/1990 13:00;76,084;72,656;3,7216;3,53;0,8497;0
02/01/1990 14:00;55,397;52,939;2,6752;2,4937;0,8244;0
02/01/1990 15:00;40,108;38,318;1,9048;1,7302;0,7901;0
02/01/1990 16:00;0;0;0;-0,005;1;0
02/01/1990 17:00;0;0;0;-0,005;1;0
02/01/1990 18:00;0;0;0;-0,005;1;0
02/01/1990 19:00;0;0;0;-0,005;1;0
02/01/1990 20:00;0;0;0;-0,005;1;0
02/01/1990 21:00;0;0;0;-0,005;1;0
02/01/1990 22:00;0;0;0;-0,005;1;0
02/01/1990 23:00;0;0;0;-0,005;1;0
03/01/1990 00:00;0;0;0;-0,005;1;0
03/01/1990 01:00;0;0;0;-0,005;1;0
03/01/1990 02:00;0;0;0;-0,005;1;0
03/01/1990 03:00;0;0;0;-0,005;1;0
03/01/1990 04:00;0;0;0;-0,005;1;0
03/01/1990 05:00;0;0;0;-0,005;1;0
03/01/1990 06:00;0;0;0;-0,005;1;0
03/01/1990 07:00;0;0;0;-0,005;1;0
03/01/1990 08:00;0;0;0;-0,005;1;0
03/01/1990 09:00;28,571;26,961;1,3082;1,1388;0,73;0
03/01/1990 10:00;58,106;55,235;2,7856;2,603;0,8205;0
03/01/1990 11:00;78,718;75,038;3,824;3,6313;0,8449;0
03/01/1990 12:00;76,844;73,39;3,7305;3,5388;0,8434;0
03/01/1990 13:00;93,133;88,84;4,54;4,3401;0,8535;0
03/01/1990 14:00;82,113;78,179;3,973;3,7789;0,8429;0
03/01/1990 15:00;48,458;46,105;2,2883;2,1102;0,7976;0
03/01/1990 16:00;0;0;0;-0,005;1;0
03/01/1990 17:00;0;0;0;-0,005;1;0
03/01/1990 18:00;0;0;0;-0,005;1;0
03/01/1990 19:00;0;0;0;-0,005;1;0
03/01/1990 20:00;0;0;0;-0,005;1;0
03/01/1990 21:00;0;0;0;-0,005;1;0
03/01/1990 22:00;0;0;0;-0,005;1;0
03/01/1990 23:00;0;0;0;-0,005;1;0
04/01/1990 00:00;0;0;0;-0,005;1;0
04/01/1990 01:00;0;0;0;-0,005;1;0
04/01/1990 02:00;0;0;0;-0,005;1;0
04/01/1990 03:00;0;0;0;-0,005;1;0
04/01/1990 04:00;0;0;0;-0,005;1;0
04/01/1990 05:00;0;0;0;-0,005;1;0
04/01/1990 06:00;0;0;0;-0,005;1;0
04/01/1990 07:00;0;0;0;-0,005;1;0
04/01/1990 08:00;0;0;0;-0,005;1;0
04/01/1990 09:00;35,628;31,877;1,5787;1,407;0,7233;0
04/01/1990 10:00;88,442;81,53;4,2187;4,0222;0,8329;0
04/01/1990 11:00;143,52;134,26;7,0313;6,7864;0,866;0
04/01/1990 12:00;160,68;151,86;7,9575;7,6931;0,8769;0
04/01/1990 13:00;157,88;149,14;7,8034;7,5423;0,875;0
04/01/1990 14:00;90,196;85,795;4,4241;4,2254;0,858;0
04/01/1990 15:00;43,496;41,504;2,0741;1,898;0,7992;0
04/01/1990 16:00;0;0;0;-0,005;1;0
04/01/1990 17:00;0;0;0;-0,005;1;0
04/01/1990 18:00;0;0;0;-0,005;1;0
04/01/1990 19:00;0;0;0;-0,005;1;0
04/01/1990 20:00;0;0;0;-0,005;1;0
04/01/1990 21:00;0;0;0;-0,005;1;0
04/01/1990 22:00;0;0;0;-0,005;1;0
04/01/1990 23:00;0;0;0;-0,005;1;0
05/01/1990 00:00;0;0;0;-0,005;1;0
05/01/1990 01:00;0;0;0;-0,005;1;0
05/01/1990 02:00;0;0;0;-0,005;1;0
05/01/1990 03:00;0;0;0;-0,005;1;0
05/01/1990 04:00;0;0;0;-0,005;1;0
05/01/1990 05:00;0;0;0;-0,005;1;0
05/01/1990 06:00;0;0;0;-0,005;1;0
05/01/1990 07:00;0;0;0;-0,005;1;0
05/01/1990 08:00;0;0;0;-0,005;1;0
05/01/1990 09:00;61,469;46,16;2,3652;2,1865;0,6515;0
05/01/1990 10:00;142,92;122,65;6,486;6,2524;0,8013;0
05/01/1990 11:00;224,55;203,93;10,808;10,477;0,8545;0
05/01/1990 12:00;283,51;262,64;13,854;13,435;0,8679;0
05/01/1990 13:00;247,97;230,82;12,154;11,783;0,8703;0
05/01/1990 14:00;289,28;261,13;13,717;13,302;0,8421;0
05/01/1990 15:00;178,3;149,56;7,8304;7,5687;0,7775;0
05/01/1990 16:00;20,166;19,137;0,9087;0,7426;0,6744;0
05/01/1990 17:00;0;0;0;-0,005;1;0
05/01/1990 18:00;0;0;0;-0,005;1;0
05/01/1990 19:00;0;0;0;-0,005;1;0
05/01/1990 20:00;0;0;0;-0,005;1;0
05/01/1990 21:00;0;0;0;-0,005;1;0
05/01/1990 22:00;0;0;0;-0,005;1;0
05/01/1990 23:00;0;0;0;-0,005;1;0
06/01/1990 00:00;0;0;0;-0,005;1;0
06/01/1990 01:00;0;0;0;-0,005;1;0
06/01/1990 02:00;0;0;0;-0,005;1;0
06/01/1990 03:00;0;0;0;-0,005;1;0
06/01/1990 04:00;0;0;0;-0,005;1;0
06/01/1990 05:00;0;0;0;-0,005;1;0
06/01/1990 06:00;0;0;0;-0,005;1;0
06/01/1990 07:00;0;0;0;-0,005;1;0
06/01/1990 08:00;0;0;0;-0,005;1;0
06/01/1990 09:00;8,9442;8,8553;0,3933;0,2314;0,4739;0
06/01/1990 10:00;13,319;12,896;0,6008;0,4373;0,6014;0
06/01/1990 11:00;29,613;28,411;1,4175;1,2471;0,7713;0
06/01/1990 12:00;29,988;28,727;1,4338;1,2633;0,7715;0
06/01/1990 13:00;249,36;232,89;12,445;12,066;0,8862;0
06/01/1990 14:00;221,6;201,37;10,728;10,4;0,8595;0
06/01/1990 15:00;155,56;133,82;7,0829;6,837;0,805;0
06/01/1990 16:00;12,155;11,848;0,5424;0,3793;0,5716;0
06/01/1990 17:00;0;0;0;-0,005;1;0
06/01/1990 18:00;0;0;0;-0,005;1;0
06/01/1990 19:00;0;0;0;-0,005;1;0
06/01/1990 20:00;0;0;0;-0,005;1;0
06/01/1990 21:00;0;0;0;-0,005;1;0
06/01/1990 22:00;0;0;0;-0,005;1;0
06/01/1990 23:00;0;0;0;-0,005;1;0
07/01/1990 00:00;0;0;0;-0,005;1;0
07/01/1990 01:00;0;0;0;-0,005;1;0
07/01/1990 02:00;0;0;0;-0,005;1;0
07/01/1990 03:00;0;0;0;-0,005;1;0
07/01/1990 04:00;0;0;0;-0,005;1;0
07/01/1990 05:00;0;0;0;-0,005;1;0
07/01/1990 06:00;0;0;0;-0,005;1;0
07/01/1990 07:00;0;0;0;-0,005;1;0
07/01/1990 08:00;0;0;0;-0,005;1;0
07/01/1990 09:00;0;0;0;-0,005;1;0
07/01/1990 10:00;14,014;13,563;0,6349;0,4711;0,6157;0
07/01/1990 11:00;21,211;20,37;0,9896;0,8229;0,7105;0
07/01/1990 12:00;24,849;23,81;1,1703;1,0021;0,7386;0
07/01/1990 13:00;257,24;240,32;12,798;12,408;0,8835;0
07/01/1990 14:00;233,07;212,18;11,256;10,912;0,8575;0
07/01/1990 15:00;114,27;101,08;5,2876;5,0781;0,8139;0
07/01/1990 16:00;10,15;9,9575;0,4438;0,2816;0,5081;0
07/01/1990 17:00;0;0;0;-0,005;1;0
07/01/1990 18:00;0;0;0;-0,005;1;0
07/01/1990 19:00;0;0;0;-0,005;1;0
07/01/1990 20:00;0;0;0;-0,005;1;0
07/01/1990 21:00;0;0;0;-0,005;1;0
07/01/1990 22:00;0;0;0;-0,005;1;0
07/01/1990 23:00;0;0;0;-0,005;1;0
08/01/1990 00:00;0;0;0;-0,005;1;0
08/01/1990 01:00;0;0;0;-0,005;1;0
08/01/1990 02:00;0;0;0;-0,005;1;0
08/01/1990 03:00;0;0;0;-0,005;1;0
08/01/1990 04:00;0;0;0;-0,005;1;0
08/01/1990 05:00;0;0;0;-0,005;1;0
08/01/1990 06:00;0;0;0;-0,005;1;0
08/01/1990 07:00;0;0;0;-0,005;1;0
08/01/1990 08:00;0;0;0;-0,005;1;0
08/01/1990 09:00;0;0;0;-0,005;1;0
08/01/1990 10:00;13,128;12,708;0,593;0,4296;0,5993;0
08/01/1990 11:00;19,822;19,038;0,9239;0,7577;0,7001;0
08/01/1990 12:00;23,278;22,305;1,0963;0,9286;0,7306;0
08/01/1990 13:00;311,81;290,75;15,544;15,074;0,8854;0
08/01/1990 14:00;196,54;180,78;9,6426;9,3415;0,8705;0
08/01/1990 15:00;101,94;91,761;4,8206;4,6179;0,8297;0
08/01/1990 16:00;14,26;13,827;0,6458;0,4819;0,6189;0
08/01/1990 17:00;0;0;0;-0,005;1;0
08/01/1990 18:00;0;0;0;-0,005;1;0
08/01/1990 19:00;0;0;0;-0,005;1;0
08/01/1990 20:00;0;0;0;-0,005;1;0
08/01/1990 21:00;0;0;0;-0,005;1;0
08/01/1990 22:00;0;0;0;-0,005;1;0
08/01/1990 23:00;0;0;0;-0,005;1;0
09/01/1990 00:00;0;0;0;-0,005;1;0
09/01/1990 01:00;0;0;0;-0,005;1;0
09/01/1990 02:00;0;0;0;-0,005;1;0
09/01/1990 03:00;0;0;0;-0,005;1;0
09/01/1990 04:00;0;0;0;-0,005;1;0
09/01/1990 05:00;0;0;0;-0,005;1;0
09/01/1990 06:00;0;0;0;-0,005;1;0
09/01/1990 07:00;0;0;0;-0,005;1;0
09/01/1990 08:00;0;0;0;-0,005;1;0
09/01/1990 09:00;0;0;0;-0,005;1;0
09/01/1990 10:00;16,672;16,114;0,7764;0,6114;0,6717;0
09/01/1990 11:00;26,35;25,285;1,2641;1,0951;0,7612;0
09/01/1990 12:00;26,033;24,94;1,245;1,0761;0,7571;0
09/01/1990 13:00;260,63;243,92;13,144;12,745;0,8956;0
09/01/1990 14:00;231,59;211,73;11,373;11,025;0,8719;0
09/01/1990 15:00;150,33;129,97;6,9291;6,6863;0,8146;0
09/01/1990 16:00;59,309;45,338;2,3273;2,1489;0,6636;0
09/01/1990 17:00;0;0;0;-0,005;1;0
09/01/1990 18:00;0;0;0;-0,005;1;0
09/01/1990 19:00;0;0;0;-0,005;1;0
09/01/1990 20:00;0;0;0;-0,005;1;0
09/01/1990 21:00;0;0;0;-0,005;1;0
09/01/1990 22:00;0;0;0;-0,005;1;0
09/01/1990 23:00;0;0;0;-0,005;1;0
10/01/1990 00:00;0;0;0;-0,005;1;0
10/01/1990 01:00;0;0;0;-0,005;1;0
10/01/1990 02:00;0;0;0;-0,005;1;0
10/01/1990 03:00;0;0;0;-0,005;1;0
10/01/1990 04:00;0;0;0;-0,005;1;0
10/01/1990 05:00;0;0;0;-0,005;1;0
10/01/1990 06:00;0;0;0;-0,005;1;0
10/01/1990 07:00;0;0;0;-0,005;1;0
10/01/1990 08:00;0;0;0;-0,005;1;0
10/01/1990 09:00;0;0;0;-0,005;1;0
10/01/1990 10:00;21,308;20,557;1,0108;0,8439;0,7253;0
10/01/1990 11:00;29,116;27,929;1,4039;1,2337;0,776;0
10/01/1990 12:00;51,134;48,916;2,5374;2,3571;0,8443;0
10/01/1990 13:00;268,93;251,8;13,527;13,118;0,8934;0
10/01/1990 14:00;216,96;198,87;10,647;10,321;0,8712;0
10/01/1990 15:00;137,16;120,41;6,3899;6,1583;0,8223;0
10/01/1990 16:00;52,366;39,076;1,9844;1,8091;0,6327;0
10/01/1990 17:00;0;0;0;-0,005;1;0
10/01/1990 18:00;0;0;0;-0,005;1;0
10/01/1990 19:00;0;0;0;-0,005;1;0
10/01/1990 20:00;0;0;0;-0,005;1;0
10/01/1990 21:00;0;0;0;-0,005;1;0
10/01/1990 22:00;0;0;0;-0,005;1;0
10/01/1990 23:00;0;0;0;-0,005;1;0
11/01/1990 00:00;0;0;0;-0,005;1;0
11/01/1990 01:00;0;0;0;-0,005;1;0
11/01/1990 02:00;0;0;0;-0,005;1;0
11/01/1990 03:00;0;0;0;-0,005;1;0
11/01/1990 04:00;0;0;0;-0,005;1;0
11/01/1990 05:00;0;0;0;-0,005;1;0
11/01/1990 06:00;0;0;0;-0,005;1;0
11/01/1990 07:00;0;0;0;-0,005;1;0
11/01/1990 08:00;0;0;0;-0,005;1;0
11/01/1990 09:00;59,669;44,583;2,2921;2,1141;0,6489;0
11/01/1990 10:00;134,16;118,26;6,2787;6,0494;0,8258;0
11/01/1990 11:00;293,38;267,69;14,217;13,787;0,8607;0
11/01/1990 12:00;248,21;232,87;12,324;11,949;0,8817;0
11/01/1990 13:00;88,167;84,187;4,3772;4,1791;0,8681;0
11/01/1990 14:00;134,82;126,78;6,6685;6,4311;0,8736;0
11/01/1990 15:00;109,82;99,122;5,1833;4,9759;0,8299;0
11/01/1990 16:00;46,64;36,809;1,8468;1,6727;0,6568;0
11/01/1990 17:00;0;0;0;-0,005;1;0
11/01/1990 18:00;0;0;0;-0,005;1;0
11/01/1990 19:00;0;0;0;-0,005;1;0
11/01/1990 20:00;0;0;0;-0,005;1;0
11/01/1990 21:00;0;0;0;-0,005;1;0
11/01/1990 22:00;0;0;0;-0,005;1;0
11/01/1990 23:00;0;0;0;-0,005;1;0
12/01/1990 00:00;0;0;0;-0,005;1;0
12/01/1990 01:00;0;0;0;-0,005;1;0
12/01/1990 02:00;0;0;0;-0,005;1;0
12/01/1990 03:00;0;0;0;-0,005;1;0
12/01/1990 04:00;0;0;0;-0,005;1;0
12/01/1990 05:00;0;0;0;-0,005;1;0
12/01/1990 06:00;0;0;0;-0,005;1;0
12/01/1990 07:00;0;0;0;-0,005;1;0
12/01/1990 08:00;0;0;0;-0,005;1;0
12/01/1990 09:00;40,452;36,011;1,8726;1,6983;0,7689;0
12/01/1990 10:00;109,87;99,83;5,4116;5,1997;0,8667;0
12/01/1990 11:00;189,02;175,84;9,6165;9,3165;0,9027;0
12/01/1990 12:00;203,65;192,19;10,501;10,179;0,9155;0
12/01/1990 13:00;179,85;170,27;9,2857;8,9926;0,9158;0
12/01/1990 14:00;126,86;119,71;6,4886;6,255;0,903;0
12/01/1990 15:00;46,607;44,514;2,3287;2,1503;0,845;0
12/01/1990 16:00;0;0;0;-0,005;1;0
12/01/1990 17:00;0;0;0;-0,005;1;0
12/01/1990 18:00;0;0;0;-0,005;1;0
12/01/1990 19:00;0;0;0;-0,005;1;0
12/01/1990 20:00;0;0;0;-0,005;1;0
12/01/1990 21:00;0;0;0;-0,005;1;0
12/01/1990 22:00;0;0;0;-0,005;1;0
12/01/1990 23:00;0;0;0;-0,005;1;0
13/01/1990 00:00;0;0;0;-0,005;1;0
13/01/1990 01:00;0;0;0;-0,005;1;0
13/01/1990 02:00;0;0;0;-0,005;1;0
13/01/1990 03:00;0;0;0;-0,005;1;0
13/01/1990 04:00;0;0;0;-0,005;1;0
13/01/1990 05:00;0;0;0;-0,005;1;0
13/01/1990 06:00;0;0;0;-0,005;1;0
13/01/1990 07:00;0;0;0;-0,005;1;0
13/01/1990 08:00;0;0;0;-0,005;1;0
13/01/1990 09:00;0;0;0;-0,005;1;0
13/01/1990 10:00;16,38;15,824;0,773;0,608;0,6799;0
13/01/1990 11:00;154,43;144,36;7,8537;7,5915;0,9004;0
13/01/1990 12:00;155,15;147,24;7,9761;7,7113;0,9103;0
13/01/1990 13:00;265,62;249,57;13,492;13,083;0,9021;0
13/01/1990 14:00;280,19;257,09;13,836;13,418;0,8771;0
13/01/1990 15:00;219,76;190,15;10,209;9,8953;0,8247;0
13/01/1990 16:00;89,502;64,244;3,36;3,172;0,6491;0
13/01/1990 17:00;0;0;0;-0,005;1;0
13/01/1990 18:00;0;0;0;-0,005;1;0
13/01/1990 19:00;0;0;0;-0,005;1;0
13/01/1990 20:00;0;0;0;-0,005;1;0
13/01/1990 21:00;0;0;0;-0,005;1;0
13/01/1990 22:00;0;0;0;-0,005;1;0
13/01/1990 23:00;0;0;0;-0,005;1;0
14/01/1990 00:00;0;0;0;-0,005;1;0
14/01/1990 01:00;0;0;0;-0,005;1;0
14/01/1990 02:00;0;0;0;-0,005;1;0
14/01/1990 03:00;0;0;0;-0,005;1;0
14/01/1990 04:00;0;0;0;-0,005;1;0
14/01/1990 05:00;0;0;0;-0,005;1;0
14/01/1990 06:00;0;0;0;-0,005;1;0
14/01/1990 07:00;0;0;0;-0,005;1;0
14/01/1990 08:00;0;0;0;-0,005;1;0
14/01/1990 09:00;29,514;28,023;1,422;1,2516;0,7767;0
14/01/1990 10:00;35,385;33,958;1,7415;1,5684;0,8118;0
14/01/1990 11:00;94,601;90,141;4,8237;4,6209;0,8946;0
14/01/1990 12:00;142,28;135,48;7,3104;7,0597;0,9087;0
14/01/1990 13:00;165,93;157,39;8,4988;8,2228;0,9076;0
14/01/1990 14:00;71,781;68,54;3,6169;3,4264;0,8742;0
14/01/1990 15:00;38,866;37,234;1,9095;1,7349;0,8176;0
14/01/1990 16:00;11,412;11,225;0,5204;0,3575;0,5737;0
14/01/1990 17:00;0;0;0;-0,005;1;0
14/01/1990 18:00;0;0;0;-0,005;1;0
14/01/1990 19:00;0;0;0;-0,005;1;0
14/01/1990 20:00;0;0;0;-0,005;1;0
14/01/1990 21:00;0;0;0;-0,005;1;0
14/01/1990 22:00;0;0;0;-0,005;1;0
14/01/1990 23:00;0;0;0;-0,005;1;0
15/01/1990 00:00;0;0;0;-0,005;1;0
15/01/1990 01:00;0;0;0;-0,005;1;0
15/01/1990 02:00;0;0;0;-0,005;1;0
15/01/1990 03:00;0;0;0;-0,005;1;0
15/01/1990 04:00;0;0;0;-0,005;1;0
15/01/1990 05:00;0;0;0;-0,005;1;0
15/01/1990 06:00;0;0;0;-0,005;1;0
15/01/1990 07:00;0;0;0;-0,005;1;0
15/01/1990 08:00;0;0;0;-0,005;1;0
15/01/1990 09:00;17,009;16,536;0,8147;0,6495;0,6993;0
15/01/1990 10:00;44,351;42,442;2,2338;2,0562;0,8491;0
15/01/1990 11:00;69,219;66,118;3,5475;3,3576;0,8884;0
15/01/1990 12:00;89,666;85,638;4,6329;4,4321;0,9053;0
15/01/1990 13:00;89,202;85,199;4,606;4,4055;0,9045;0
15/01/1990 14:00;58,975;56,381;2,9995;2,8149;0,8742;0
15/01/1990 15:00;38,135;36,546;1,9029;1,7283;0,8301;0
15/01/1990 16:00;12,418;12,181;0,5795;0,4162;0,6138;0
15/01/1990 17:00;0;0;0;-0,005;1;0
15/01/1990 18:00;0;0;0;-0,005;1;0
15/01/1990 19:00;0;0;0;-0,005;1;0
15/01/1990 20:00;0;0;0;-0,005;1;0
15/01/1990 21:00;0;0;0;-0,005;1;0
15/01/1990 22:00;0;0;0;-0,005;1;0
15/01/1990 23:00;0;0;0;-0,005;1;0
16/01/1990 00:00;0;0;0;-0,005;1;0
16/01/1990 01:00;0;0;0;-0,005;1;0
16/01/1990 02:00;0;0;0;-0,005;1;0
16/01/1990 03:00;0;0;0;-0,005;1;0
16/01/1990 04:00;0;0;0;-0,005;1;0
16/01/1990 05:00;0;0;0;-0,005;1;0
16/01/1990 06:00;0;0;0;-0,005;1;0
16/01/1990 07:00;0;0;0;-0,005;1;0
16/01/1990 08:00;0;0;0;-0,005;1;0
16/01/1990 09:00;7,5288;7,4461;0,3266;0,1653;0,4022;0
16/01/1990 10:00;17,583;16,97;0,8255;0,6602;0,6876;0
16/01/1990 11:00;23,002;22,065;1,0965;0,9289;0,7396;0
16/01/1990 12:00;26,84;25,696;1,2903;1,1211;0,765;0
16/01/1990 13:00;215,38;203,59;10,987;10,651;0,9057;0
16/01/1990 14:00;182,08;170,77;9,1625;8,872;0,8924;0
16/01/1990 15:00;123,82;112,75;5,9906;5,7671;0,8531;0
16/01/1990 16:00;54,537;44,052;2,2575;2,0797;0,6984;0
16/01/1990 17:00;0;0;0;-0,005;1;0
16/01/1990 18:00;0;0;0;-0,005;1;0
16/01/1990 19:00;0;0;0;-0,005;1;0
16/01/1990 20:00;0;0;0;-0,005;1;0
16/01/1990 21:00;0;0;0;-0,005;1;0
16/01/1990 22:00;0;0;0;-0,005;1;0
16/01/1990 23:00;0;0;0;-0,005;1;0
17/01/1990 00:00;0;0;0;-0,005;1;0
17/01/1990 01:00;0;0;0;-0,005;1;0
17/01/1990 02:00;0;0;0;-0,005;1;0
17/01/1990 03:00;0;0;0;-0,005;1;0
17/01/1990 04:00;0;0;0;-0,005;1;0
17/01/1990 05:00;0;0;0;-0,005;1;0
17/01/1990 06:00;0;0;0;-0,005;1;0
17/01/1990 07:00;0;0;0;-0,005;1;0
17/01/1990 08:00;0;0;0;-0,005;1;0
17/01/1990 09:00;7,4263;7,3446;0,3192;0,158;0,3896;0
17/01/1990 10:00;15,804;15,258;0,73;0,5654;0,6553;0
17/01/1990 11:00;43,49;41,633;2,1427;1,966;0,8279;0
17/01/1990 12:00;51,72;49,468;2,5656;2,3851;0,8446;0
17/01/1990 13:00;290,1;273,43;14,672;14,229;0,8983;0
17/01/1990 14:00;260,08;240,59;12,871;12,479;0,8788;0
17/01/1990 15:00;186,85;163,44;8,7104;8,4299;0,8263;0
17/01/1990 16:00;77,068;59,076;3,0575;2,8724;0,6826;0
17/01/1990 17:00;0;0;0;-0,005;1;0
17/01/1990 18:00;0;0;0;-0,005;1;0
17/01/1990 19:00;0;0;0;-0,005;1;0
17/01/1990 20:00;0;0;0;-0,005;1;0
17/01/1990 21:00;0;0;0;-0,005;1;0
17/01/1990 22:00;0;0;0;-0,005;1;0
17/01/1990 23:00;0;0;0;-0,005;1;0
18/01/1990 00:00;0;0;0;-0,005;1;0
18/01/1990 01:00;0;0;0;-0,005;1;0
18/01/1990 02:00;0;0;0;-0,005;1;0
18/01/1990 03:00;0;0;0;-0,005;1;0
18/01/1990 04:00;0;0;0;-0,005;1;0
18/01/1990 05:00;0;0;0;-0,005;1;0
18/01/1990 06:00;0;0;0;-0,005;1;0
18/01/1990 07:00;0;0;0;-0,005;1;0
18/01/1990 08:00;0;0;0;-0,005;1;0
18/01/1990 09:00;88,894;69,073;3,5978;3,4075;0,702;0
18/01/1990 10:00;158,71;140,89;7,4588;7,2049;0,8315;0
18/01/1990 11:00;176,75;165,49;8,7545;8,473;0,878;0
18/01/1990 12:00;267,15;252,06;13,307;12,904;0,8846;0
18/01/1990 13:00;135,91;129,55;6,7899;6,55;0,8827;0
18/01/1990 14:00;21,849;20,948;1,0065;0,8396;0,7038;0
18/01/1990 15:00;14,513;14,005;0,65;0,4861;0,6134;0
18/01/1990 16:00;0;0;0;-0,005;1;0
18/01/1990 17:00;0;0;0;-0,005;1;0
18/01/1990 18:00;0;0;0;-0,005;1;0
18/01/1990 19:00;0;0;0;-0,005;1;0
18/01/1990 20:00;0;0;0;-0,005;1;0
18/01/1990 21:00;0;0;0;-0,005;1;0
18/01/1990 22:00;0;0;0;-0,005;1;0
18/01/1990 23:00;0;0;0;-0,005;1;0
19/01/1990 00:00;0;0;0;-0,005;1;0
19/01/1990 01:00;0;0;0;-0,005;1;0
19/01/1990 02:00;0;0;0;-0,005;1;0
19/01/1990 03:00;0;0;0;-0,005;1;0
19/01/1990 04:00;0;0;0;-0,005;1;0
19/01/1990 05:00;0;0;0;-0,005;1;0
19/01/1990 06:00;0;0;0;-0,005;1;0
19/01/1990 07:00;0;0;0;-0,005;1;0
19/01/1990 08:00;0;0;0;-0,005;1;0
19/01/1990 09:00;26,832;25,698;1,2605;1,0915;0,7451;0
19/01/1990 10:00;71,708;68,14;3,5137;3,3241;0,849;0
19/01/1990 11:00;46,168;44,19;2,2308;2,0533;0,8146;0
19/01/1990 12:00;99,625;95,149;4,9486;4,7445;0,8722;0
19/01/1990 13:00;163,89;155,93;8,1802;7,9111;0,8841;0
19/01/1990 14:00;201,68;188,64;9,8897;9,5831;0,8703;0
19/01/1990 15:00;249,47;219,48;11,485;11,135;0,8174;0
19/01/1990 16:00;121,37;89,991;4,6298;4,429;0,6684;0
19/01/1990 17:00;0;0;0;-0,005;1;0
19/01/1990 18:00;0;0;0;-0,005;1;0
19/01/1990 19:00;0;0;0;-0,005;1;0
19/01/1990 20:00;0;0;0;-0,005;1;0
19/01/1990 21:00;0;0;0;-0,005;1;0
19/01/1990 22:00;0;0;0;-0,005;1;0
19/01/1990 23:00;0;0;0;-0,005;1;0
20/01/1990 00:00;0;0;0;-0,005;1;0
20/01/1990 01:00;0;0;0;-0,005;1;0
20/01/1990 02:00;0;0;0;-0,005;1;0
20/01/1990 03:00;0;0;0;-0,005;1;0
20/01/1990 04:00;0;0;0;-0,005;1;0
20/01/1990 05:00;0;0;0;-0,005;1;0
20/01/1990 06:00;0;0;0;-0,005;1;0
20/01/1990 07:00;0;0;0;-0,005;1;0
20/01/1990 08:00;0;0;0;-0,005;1;0
20/01/1990 09:00;103,53;73,995;3,8495;3,6566;0,6469;0
20/01/1990 10:00;233,83;200,07;10,588;10,263;0,8039;0
20/01/1990 11:00;340,77;312,51;16,416;15,917;0,8554;0
20/01/1990 12:00;379,17;357,12;18,626;18,048;0,8718;0
20/01/1990 13:00;180,35;171,46;8,9711;8,6849;0,882;0
