PVSYST 7.2.12;;;;;;
;File;File date;Description;;;
Projet;SE60_Ombrière Couloisy_Project.PRJ;18/03/22 10h17;SE60_Ombrière Couloisy;;;
Site géographique;Couloisy_PVGIS_SARAH_2005 à 2016.SIT;18/03/22 10h17;Couloisy;France;Europe;
Données météo;Couloisy_PVGIS_SARAH_SYN.MET;18/03/22 10h10;Couloisy;PVGIS-SARAH averages 01/01/05 to 31/12/16;Synthétique;
Variante de simulation;SE60_Ombrière Couloisy_Project.VC0;18/03/22 10h32;Nouvelle variante de simulation;;;
Simulation date;;18/03/22 10h45;;;;
;;;;;;
Simulation:;Valeurs horaires; du 01/01/90; au 31/12/90 ;;;
;;;;;;
date;GlobInc;GlobEff;EArray;E_Grid;PR;
    ;W/m²;W/m²;kW;kW;ratio;
;;;;;;
06/06/1990 08:00;413,9;400,55;20,606;19,956;0,883;0
06/06/1990 09:00;602,95;593,36;29,727;28,679;0,8711;0
06/06/1990 10:00;732,69;725,36;35,507;34,155;0,8538;0
06/06/1990 11:00;753,74;747,42;36,279;34,886;0,8477;0
06/06/1990 12:00;810,3;804,1;38,513;36,994;0,8362;0
06/06/1990 13:00;772,77;766,42;36,805;35,383;0,8386;0
06/06/1990 14:00;670,56;661,72;32,215;31,038;0,8477;0
06/06/1990 15:00;610,78;601,5;29,501;28,464;0,8535;0
06/06/1990 16:00;480,16;469,32;23,393;22,637;0,8635;0
06/06/1990 17:00;349,77;336,21;16,989;16,469;0,8624;0
06/06/1990 18:00;202,34;187,21;9,5173;9,219;0,8344;0
06/06/1990 19:00;91,31;72,536;3,6118;3,4213;0,6863;0
06/06/1990 20:00;0;0;0;-0,005;1;0
06/06/1990 21:00;0;0;0;-0,005;1;0
06/06/1990 22:00;0;0;0;-0,005;1;0
06/06/1990 23:00;0;0;0;-0,005;1;0
07/06/1990 00:00;0;0;0;-0,005;1;0
07/06/1990 01:00;0;0;0;-0,005;1;0
07/06/1990 02:00;0;0;0;-0,005;1;0
07/06/1990 03:00;0;0;0;-0,005;1;0
07/06/1990 04:00;0;0;0;-0,005;1;0
07/06/1990 05:00;29,048;25,755;1,2483;1,0794;0,6806;0
07/06/1990 06:00;134,52;111,88;5,8004;5,5807;0,7598;0
07/06/1990 07:00;219,01;205,48;10,725;10,397;0,8695;0
07/06/1990 08:00;379,46;366,61;18,941;18,351;0,8858;0
07/06/1990 09:00;496,95;485,84;24,703;23,896;0,8807;0
07/06/1990 10:00;534,63;524,37;26,441;25,556;0,8755;0
07/06/1990 11:00;776,54;769,76;37,353;35,901;0,8467;0
07/06/1990 12:00;579,96;569,09;28,3;27,323;0,8629;0
07/06/1990 13:00;712,8;703,65;34,246;32,962;0,847;0
07/06/1990 14:00;741;734,88;35,488;34,138;0,8438;0
07/06/1990 15:00;720,29;712,03;34,413;33,12;0,8422;0
07/06/1990 16:00;503,29;492,75;24,489;23,691;0,8621;0
07/06/1990 17:00;291,18;279,5;14,158;13,73;0,8636;0
07/06/1990 18:00;177,04;164,69;8,3535;8,0807;0,8359;0
07/06/1990 19:00;70,693;62,416;3,0851;2,8996;0,7512;0
07/06/1990 20:00;0;0;0;-0,005;1;0
07/06/1990 21:00;0;0;0;-0,005;1;0
07/06/1990 22:00;0;0;0;-0,005;1;0
07/06/1990 23:00;0;0;0;-0,005;1;0
08/06/1990 00:00;0;0;0;-0,005;1;0
08/06/1990 01:00;0;0;0;-0,005;1;0
08/06/1990 02:00;0;0;0;-0,005;1;0
08/06/1990 03:00;0;0;0;-0,005;1;0
08/06/1990 04:00;0;0;0;-0,005;1;0
08/06/1990 05:00;35,686;23,702;1,1484;0,9803;0,5031;0
08/06/1990 06:00;152,31;120,42;6,2926;6,0629;0,7291;0
08/06/1990 07:00;308,96;284,58;14,918;14,469;0,8577;0
08/06/1990 08:00;476,22;462,21;23,797;23,025;0,8855;0
08/06/1990 09:00;627,78;618,76;31,125;30,004;0,8753;0
08/06/1990 10:00;748,83;742,2;36,525;35,118;0,8589;0
08/06/1990 11:00;839,37;835,28;40,337;38,697;0,8444;0
08/06/1990 12:00;888,78;885,08;42,242;40,472;0,834;0
08/06/1990 13:00;872,46;868,36;41,417;39,703;0,8335;0
08/06/1990 14:00;826,79;822,92;39,448;37,867;0,8388;0
08/06/1990 15:00;729,15;722,26;35,126;33,795;0,8489;0
08/06/1990 16:00;596,65;587,6;29,114;28,096;0,8624;0
08/06/1990 17:00;440,02;424,04;21,436;20,755;0,8639;0
08/06/1990 18:00;273,21;246,18;12,62;12,236;0,8203;0
08/06/1990 19:00;117,06;87,349;4,4104;4,2119;0,659;0
08/06/1990 20:00;0;0;0;-0,005;1;0
08/06/1990 21:00;0;0;0;-0,005;1;0
08/06/1990 22:00;0;0;0;-0,005;1;0
08/06/1990 23:00;0;0;0;-0,005;1;0
09/06/1990 00:00;0;0;0;-0,005;1;0
09/06/1990 01:00;0;0;0;-0,005;1;0
09/06/1990 02:00;0;0;0;-0,005;1;0
09/06/1990 03:00;0;0;0;-0,005;1;0
09/06/1990 04:00;0;0;0;-0,005;1;0
09/06/1990 05:00;36,611;24,2;1,1758;1,0075;0,504;0
09/06/1990 06:00;157,55;123,62;6,4648;6,2316;0,7244;0
09/06/1990 07:00;320,68;295,01;15,442;14,976;0,8553;0
09/06/1990 08:00;493,37;479,03;24,562;23,761;0,8821;0
09/06/1990 09:00;655,98;647,11;32,306;31,125;0,869;0
09/06/1990 10:00;783,36;777,26;37,848;36,369;0,8503;0
09/06/1990 11:00;881,47;878,24;41,827;40,085;0,8329;0
09/06/1990 12:00;929,31;926,31;43,496;41,641;0,8207;0
09/06/1990 13:00;922,57;918,57;42,986;41,165;0,8172;0
09/06/1990 14:00;868,14;864,19;40,683;39,019;0,8232;0
09/06/1990 15:00;769,68;762,71;36,434;35,032;0,8336;0
09/06/1990 16:00;625,19;615,82;30,042;28,977;0,8489;0
09/06/1990 17:00;456,67;440,35;21,969;21,268;0,853;0
09/06/1990 18:00;280,52;252,9;12,821;12,431;0,8116;0
09/06/1990 19:00;120,99;89,868;4,4977;4,2983;0,6507;0
09/06/1990 20:00;7,6942;7,0524;0,287;0,126;0,3;0
09/06/1990 21:00;0;0;0;-0,005;1;0
09/06/1990 22:00;0;0;0;-0,005;1;0
09/06/1990 23:00;0;0;0;-0,005;1;0
10/06/1990 00:00;0;0;0;-0,005;1;0
10/06/1990 01:00;0;0;0;-0,005;1;0
10/06/1990 02:00;0;0;0;-0,005;1;0
10/06/1990 03:00;0;0;0;-0,005;1;0
10/06/1990 04:00;0;0;0;-0,005;1;0
10/06/1990 05:00;33,161;24,353;1,1758;1,0075;0,5565;0
10/06/1990 06:00;137,34;112,99;5,862;5,6411;0,7523;0
10/06/1990 07:00;284,42;263,14;13,72;13,305;0,8568;0
10/06/1990 08:00;437,61;423,86;21,757;21,063;0,8815;0
10/06/1990 09:00;561,12;550,83;27,742;26,793;0,8745;0
10/06/1990 10:00;744,49;736,98;35,991;34,613;0,8515;0
10/06/1990 11:00;823,21;818,23;39,201;37,636;0,8374;0
10/06/1990 12:00;828,1;822,06;39,154;37,592;0,8314;0
10/06/1990 13:00;825,38;819,4;38,884;37,34;0,8286;0
10/06/1990 14:00;736,64;730,38;35,061;33,733;0,8387;0
10/06/1990 15:00;658,99;650,45;31,548;30,406;0,8451;0
10/06/1990 16:00;525,01;514,79;25,407;24,573;0,8572;0
10/06/1990 17:00;388,47;374,08;18,758;18,176;0,8569;0
10/06/1990 18:00;243,42;221,49;11,215;10,873;0,8181;0
10/06/1990 19:00;99,572;78,694;3,9122;3,7187;0,684;0
10/06/1990 20:00;8,0338;7,4061;0,3031;0,142;0,3238;0
10/06/1990 21:00;0;0;0;-0,005;1;0
10/06/1990 22:00;0;0;0;-0,005;1;0
10/06/1990 23:00;0;0;0;-0,005;1;0
11/06/1990 00:00;0;0;0;-0,005;1;0
11/06/1990 01:00;0;0;0;-0,005;1;0
11/06/1990 02:00;0;0;0;-0,005;1;0
11/06/1990 03:00;0;0;0;-0,005;1;0
11/06/1990 04:00;0;0;0;-0,005;1;0
11/06/1990 05:00;34,799;24,086;1,1542;0,9861;0,519;0
11/06/1990 06:00;133,02;112,65;5,8076;5,5878;0,7693;0
11/06/1990 07:00;237,33;222,6;11,551;11,199;0,8642;0
11/06/1990 08:00;370,94;357,68;18,379;17,81;0,8794;0
11/06/1990 09:00;520,35;509,07;25,647;24,801;0,873;0
11/06/1990 10:00;553,12;542,88;27,122;26,204;0,8677;0
11/06/1990 11:00;601,37;591,95;29,266;28,241;0,8601;0
11/06/1990 12:00;676,15;666,69;32,495;31,304;0,8479;0
11/06/1990 13:00;855,27;849,06;40,031;38,41;0,8225;0
11/06/1990 14:00;832,17;828,42;39,019;37,466;0,8246;0
11/06/1990 15:00;741,27;734,43;35,014;33,689;0,8324;0
11/06/1990 16:00;584,46;575,1;28,01;27,048;0,8476;0
11/06/1990 17:00;420,33;405,3;20,132;19,499;0,8496;0
11/06/1990 18:00;271,42;245,46;12,337;11,961;0,8071;0
11/06/1990 19:00;126,03;97,13;4,8248;4,622;0,6717;0
11/06/1990 20:00;11,735;10,718;0,4587;0,2963;0,4625;0
11/06/1990 21:00;0;0;0;-0,005;1;0
11/06/1990 22:00;0;0;0;-0,005;1;0
11/06/1990 23:00;0;0;0;-0,005;1;0
12/06/1990 00:00;0;0;0;-0,005;1;0
12/06/1990 01:00;0;0;0;-0,005;1;0
12/06/1990 02:00;0;0;0;-0,005;1;0
12/06/1990 03:00;0;0;0;-0,005;1;0
12/06/1990 04:00;0;0;0;-0,005;1;0
12/06/1990 05:00;32,922;24,615;1,1779;1,0096;0,5616;0
12/06/1990 06:00;130,25;108,71;5,5845;5,3691;0,755;0
12/06/1990 07:00;259,17;241,35;12,489;12,108;0,8557;0
12/06/1990 08:00;391,49;378,39;19,356;18,752;0,8773;0
12/06/1990 09:00;526,8;516,38;25,931;25,072;0,8717;0
12/06/1990 10:00;639,52;630,88;31,053;29,936;0,8573;0
12/06/1990 11:00;721,24;714,69;34,579;33,277;0,845;0
12/06/1990 12:00;747,6;740,89;35,545;34,191;0,8376;0
12/06/1990 13:00;745,84;739,21;35,346;34,003;0,835;0
12/06/1990 14:00;692,96;685,84;32,978;31,761;0,8395;0
12/06/1990 15:00;606,07;595,74;28,97;27,96;0,8449;0
12/06/1990 16:00;486,09;475,23;23,449;22,691;0,855;0
12/06/1990 17:00;359,2;345,71;17,288;16,758;0,8545;0
12/06/1990 18:00;227,08;207,99;10,476;10,154;0,819;0
12/06/1990 19:00;100,96;81,176;4,0172;3,8226;0,6934;0
12/06/1990 20:00;8,0888;7,4162;0,3017;0,1405;0,3182;0
12/06/1990 21:00;0;0;0;-0,005;1;0
12/06/1990 22:00;0;0;0;-0,005;1;0
12/06/1990 23:00;0;0;0;-0,005;1;0
13/06/1990 00:00;0;0;0;-0,005;1;0
13/06/1990 01:00;0;0;0;-0,005;1;0
13/06/1990 02:00;0;0;0;-0,005;1;0
13/06/1990 03:00;0;0;0;-0,005;1;0
13/06/1990 04:00;0;0;0;-0,005;1;0
13/06/1990 05:00;23,758;22,101;1,0324;0,8653;0,6671;0
13/06/1990 06:00;81,708;75,897;3,7998;3,6075;0,8086;0
13/06/1990 07:00;160,24;151,73;7,7237;7,4643;0,8532;0
13/06/1990 08:00;238,01;228,58;11,638;11,283;0,8683;0
13/06/1990 09:00;323,99;313,1;15,838;15,359;0,8682;0
13/06/1990 10:00;334,55;323,88;16,322;15,825;0,8664;0
13/06/1990 11:00;367,84;356,96;17,904;17,352;0,864;0
13/06/1990 12:00;407,38;395,7;19,727;19,109;0,8591;0
13/06/1990 13:00;443,97;431,7;21,395;20,715;0,8545;0
13/06/1990 14:00;395,33;383,9;19,077;18,483;0,8563;0
13/06/1990 15:00;318,23;307,9;15,389;14,925;0,859;0
13/06/1990 16:00;239,26;230,67;11,543;11,191;0,8566;0
13/06/1990 17:00;180,45;172,9;8,6433;8,3642;0,8489;0
13/06/1990 18:00;113,73;107,59;5,3317;5,1214;0,8248;0
13/06/1990 19:00;46,74;43,508;2,0786;1,9024;0,7455;0
13/06/1990 20:00;0;0;0;-0,005;1;0
13/06/1990 21:00;0;0;0;-0,005;1;0
13/06/1990 22:00;0;0;0;-0,005;1;0
13/06/1990 23:00;0;0;0;-0,005;1;0
14/06/1990 00:00;0;0;0;-0,005;1;0
14/06/1990 01:00;0;0;0;-0,005;1;0
14/06/1990 02:00;0;0;0;-0,005;1;0
14/06/1990 03:00;0;0;0;-0,005;1;0
14/06/1990 04:00;0;0;0;-0,005;1;0
14/06/1990 05:00;33,183;26,967;1,2861;1,1169;0,6164;0
14/06/1990 06:00;188,75;149,53;7,6564;7,3984;0,7179;0
14/06/1990 07:00;392,3;361,84;18,395;17,825;0,8322;0
14/06/1990 08:00;448,63;434,56;21,849;21,152;0,8635;0
14/06/1990 09:00;570,39;559,58;27,616;26,673;0,8565;0
14/06/1990 10:00;320,28;310,25;15,669;15,195;0,8689;0
14/06/1990 11:00;424,77;412,9;20,673;20,02;0,8632;0
14/06/1990 12:00;304,55;295,3;14,913;14,463;0,8698;0
14/06/1990 13:00;554,9;544,09;26,826;25,923;0,8556;0
14/06/1990 14:00;183,91;177,62;8,971;8,6847;0,8649;0
14/06/1990 15:00;322,97;312,66;15,789;15,311;0,8682;0
14/06/1990 16:00;222,11;214,06;10,847;10,515;0,8671;0
14/06/1990 17:00;41,109;39,31;1,888;1,7136;0,7634;0
14/06/1990 18:00;26,365;25,128;1,1753;1,007;0,6995;0
14/06/1990 19:00;12,409;11,801;0,5157;0,3529;0,5209;0
14/06/1990 20:00;0;0;0;-0,005;1;0
14/06/1990 21:00;0;0;0;-0,005;1;0
14/06/1990 22:00;0;0;0;-0,005;1;0
14/06/1990 23:00;0;0;0;-0,005;1;0
15/06/1990 00:00;0;0;0;-0,005;1;0
15/06/1990 01:00;0;0;0;-0,005;1;0
15/06/1990 02:00;0;0;0;-0,005;1;0
15/06/1990 03:00;0;0;0;-0,005;1;0
15/06/1990 04:00;0;0;0;-0,005;1;0
15/06/1990 05:00;26,255;24,353;1,1554;0,9872;0,6887;0
15/06/1990 06:00;83,716;77,658;3,919;3,7255;0,815;0
15/06/1990 07:00;157,89;149,56;7,6668;7,4086;0,8594;0
15/06/1990 08:00;216,8;208,1;10,686;10,359;0,8751;0
15/06/1990 09:00;267,2;257,78;13,198;12,798;0,8772;0
15/06/1990 10:00;296,89;287,17;14,652;14,21;0,8766;0
15/06/1990 11:00;328,36;318,29;16,179;15,687;0,875;0
15/06/1990 12:00;320,92;311,09;15,792;15,314;0,874;0
15/06/1990 13:00;313,33;303,61;15,399;14,934;0,873;0
15/06/1990 14:00;324,33;314,31;15,915;15,433;0,8715;0
15/06/1990 15:00;304,83;294,84;14,932;14,482;0,8701;0
15/06/1990 16:00;204,59;197,03;9,9911;9,6823;0,8668;0
15/06/1990 17:00;142,18;136,09;6,8678;6,6263;0,8536;0
15/06/1990 18:00;94,343;89,429;4,4663;4,2672;0,8284;0
15/06/1990 19:00;39,369;36,822;1,7667;1,5934;0,7413;0
15/06/1990 20:00;0;0;0;-0,005;1;0
15/06/1990 21:00;0;0;0;-0,005;1;0
15/06/1990 22:00;0;0;0;-0,005;1;0
15/06/1990 23:00;0;0;0;-0,005;1;0
16/06/1990 00:00;0;0;0;-0,005;1;0
16/06/1990 01:00;0;0;0;-0,005;1;0
16/06/1990 02:00;0;0;0;-0,005;1;0
16/06/1990 03:00;0;0;0;-0,005;1;0
16/06/1990 04:00;0;0;0;-0,005;1;0
16/06/1990 05:00;22,531;21,001;0,9796;0,8129;0,6608;0
16/06/1990 06:00;73,144;68,178;3,4091;3,2206;0,8064;0
16/06/1990 07:00;140,49;133,25;6,7977;6,5577;0,8549;0
16/06/1990 08:00;209,29;200,87;10,271;9,9551;0,8712;0
16/06/1990 09:00;266,29;256,91;13,096;12,698;0,8734;0
16/06/1990 10:00;298,26;288,45;14,655;14,212;0,8727;0
16/06/1990 11:00;308,21;298,59;15,125;14,669;0,8717;0
16/06/1990 12:00;313,19;303,54;15,345;14,883;0,8703;0
16/06/1990 13:00;303,1;293,69;14,835;14,387;0,8694;0
16/06/1990 14:00;281,55;272,58;13,768;13,351;0,8685;0
16/06/1990 15:00;257,01;248,26;12,541;12,16;0,8665;0
16/06/1990 16:00;205,3;197,74;9,9832;9,6745;0,8631;0
16/06/1990 17:00;151,41;145,04;7,2961;7,0457;0,8523;0
16/06/1990 18:00;80,474;76,373;3,774;3,5819;0,8152;0
16/06/1990 19:00;36,412;34,127;1,6215;1,4494;0,729;0
16/06/1990 20:00;0;0;0;-0,005;1;0
16/06/1990 21:00;0;0;0;-0,005;1;0
16/06/1990 22:00;0;0;0;-0,005;1;0
16/06/1990 23:00;0;0;0;-0,005;1;0
17/06/1990 00:00;0;0;0;-0,005;1;0
17/06/1990 01:00;0;0;0;-0,005;1;0
17/06/1990 02:00;0;0;0;-0,005;1;0
17/06/1990 03:00;0;0;0;-0,005;1;0
17/06/1990 04:00;0;0;0;-0,005;1;0
17/06/1990 05:00;40,162;26,339;1,2705;1,1014;0,5023;0
17/06/1990 06:00;167,53;129,87;6,7114;6,4731;0,7077;0
17/06/1990 07:00;339,17;311,52;16,082;15,594;0,8421;0
17/06/1990 08:00;518,49;503,53;25,402;24,568;0,8678;0
17/06/1990 09:00;688,06;679,01;33,262;32,03;0,8526;0
17/06/1990 10:00;822,23;816,18;38,859;37,317;0,8312;0
17/06/1990 11:00;912,27;908,87;42,307;40,533;0,8138;0
17/06/1990 12:00;959,51;956,22;43,875;41,993;0,8015;0
17/06/1990 13:00;952,39;949,05;43,392;41,543;0,7989;0
17/06/1990 14:00;895,09;891,67;41,05;39,361;0,8054;0
17/06/1990 15:00;794,62;788,1;36,856;35,431;0,8166;0
17/06/1990 16:00;654,88;645,71;30,855;29,749;0,832;0
17/06/1990 17:00;485,43;469,06;22,96;22,221;0,8384;0
17/06/1990 18:00;301,97;273,13;13,625;13,212;0,8013;0
17/06/1990 19:00;135,96;101,89;5,0405;4,8354;0,6514;0
17/06/1990 20:00;10,142;9,2766;0,3877;0,2259;0,4079;0
17/06/1990 21:00;0;0;0;-0,005;1;0
17/06/1990 22:00;0;0;0;-0,005;1;0
17/06/1990 23:00;0;0;0;-0,005;1;0
18/06/1990 00:00;0;0;0;-0,005;1;0
18/06/1990 01:00;0;0;0;-0,005;1;0
18/06/1990 02:00;0;0;0;-0,005;1;0
18/06/1990 03:00;0;0;0;-0,005;1;0
18/06/1990 04:00;0;0;0;-0,005;1;0
18/06/1990 05:00;34,024;28,33;1,357;1,1871;0,639;0
18/06/1990 06:00;121,79;107,3;5,463;5,2501;0,7895;0
18/06/1990 07:00;245,62;230,21;11,817;11,457;0,8543;0
18/06/1990 08:00;371,55;358,19;18,189;17,626;0,8689;0
18/06/1990 09:00;510,41;499,28;24,861;24,048;0,8629;0
18/06/1990 10:00;615,62;606,71;29,637;28,593;0,8507;0
18/06/1990 11:00;683,65;674,91;32,48;31,289;0,8382;0
18/06/1990 12:00;707;698,12;33,33;32,095;0,8314;0
18/06/1990 13:00;708,05;699,24;33,257;32,025;0,8284;0
18/06/1990 14:00;677,11;669,83;31,913;30,751;0,8318;0
18/06/1990 15:00;591,48;581,1;27,987;27,026;0,8368;0
18/06/1990 16:00;479,5;468,65;22,874;22,138;0,8456;0
18/06/1990 17:00;347,56;334,7;16,557;16,053;0,8459;0
18/06/1990 18:00;221,74;204,53;10,182;9,8688;0,8151;0
18/06/1990 19:00;98,337;83,254;4,0747;3,8796;0,7226;0
18/06/1990 20:00;9,217;8,4121;0,3447;0,1832;0,364;0
18/06/1990 21:00;0;0;0;-0,005;1;0
18/06/1990 22:00;0;0;0;-0,005;1;0
18/06/1990 23:00;0;0;0;-0,005;1;0
19/06/1990 00:00;0;0;0;-0,005;1;0
19/06/1990 01:00;0;0;0;-0,005;1;0
19/06/1990 02:00;0;0;0;-0,005;1;0
19/06/1990 03:00;0;0;0;-0,005;1;0
19/06/1990 04:00;0;0;0;-0,005;1;0
19/06/1990 05:00;33,143;24,556;1,1311;0,9632;0,5323;0
19/06/1990 06:00;166,5;134,63;6,6862;6,4484;0,7093;0
19/06/1990 07:00;339,43;313,37;15,491;15,024;0,8107;0
19/06/1990 08:00;257,49;248,17;12,261;11,888;0,8456;0
19/06/1990 09:00;80,314;77,105;3,7238;3,5322;0,8055;0
19/06/1990 10:00;420,72;410,15;20,02;19,391;0,8442;0
19/06/1990 11:00;669,14;659,65;31;29,886;0,818;0
19/06/1990 12:00;204,92;198,15;9,6971;9,3948;0,8397;0
19/06/1990 13:00;117,36;113,12;5,4927;5,2792;0,8239;0
19/06/1990 14:00;170,64;164,64;8,0761;7,8092;0,8382;0
19/06/1990 15:00;191,75;184,93;9,094;8,8051;0,841;0
19/06/1990 16:00;275,31;266,04;13,093;12,696;0,8446;0
19/06/1990 17:00;425,8;410,77;19,962;19,335;0,8317;0
19/06/1990 18:00;285,7;259,78;12,738;12,35;0,7917;0
19/06/1990 19:00;125,57;97,943;4,7343;4,5324;0,6611;0
19/06/1990 20:00;11,337;10,331;0,4263;0,2642;0,4268;0
19/06/1990 21:00;0;0;0;-0,005;1;0
19/06/1990 22:00;0;0;0;-0,005;1;0
19/06/1990 23:00;0;0;0;-0,005;1;0
20/06/1990 00:00;0;0;0;-0,005;1;0
20/06/1990 01:00;0;0;0;-0,005;1;0
20/06/1990 02:00;0;0;0;-0,005;1;0
20/06/1990 03:00;0;0;0;-0,005;1;0
20/06/1990 04:00;0;0;0;-0,005;1;0
20/06/1990 05:00;40,134;26,873;1,2567;1,0878;0,4964;0
20/06/1990 06:00;165,7;129,44;6,4794;6,2459;0,6904;0
20/06/1990 07:00;339,59;311,67;15,556;15,086;0,8136;0
20/06/1990 08:00;506,41;491,54;23,939;23,162;0,8377;0
20/06/1990 09:00;662,63;653,56;30,89;29,782;0,8232;0
20/06/1990 10:00;825,68;818,21;37,322;35,872;0,7957;0
20/06/1990 11:00;354,78;344,45;16,726;16,215;0,8371;0
20/06/1990 12:00;373,11;362,17;17,585;17,044;0,8366;0
20/06/1990 13:00;392,94;381,54;18,509;17,936;0,836;0
20/06/1990 14:00;391,8;380,54;18,477;17,904;0,837;0
20/06/1990 15:00;347,55;336,64;16,427;15,927;0,8393;0
20/06/1990 16:00;286,71;276,89;13,589;13,178;0,8418;0
20/06/1990 17:00;220,51;211,5;10,422;10,102;0,839;0
20/06/1990 18:00;144,38;136,11;6,6928;6,4549;0,8188;0
20/06/1990 19:00;72,507;66,103;3,1871;3,0007;0,758;0
20/06/1990 20:00;0;0;0;-0,005;1;0
20/06/1990 21:00;0;0;0;-0,005;1;0
20/06/1990 22:00;0;0;0;-0,005;1;0
20/06/1990 23:00;0;0;0;-0,005;1;0
21/06/1990 00:00;0;0;0;-0,005;1;0
21/06/1990 01:00;0;0;0;-0,005;1;0
21/06/1990 02:00;0;0;0;-0,005;1;0
21/06/1990 03:00;0;0;0;-0,005;1;0
21/06/1990 04:00;0;0;0;-0,005;1;0
21/06/1990 05:00;12,883;12,204;0,53;0,3671;0,5218;0
21/06/1990 06:00;47,823;44,962;2,162;1,9851;0,7602;0
21/06/1990 07:00;78,1;74,31;3,6518;3,4608;0,8116;0
21/06/1990 08:00;151,93;145,49;7,2751;7,0251;0,8469;0
21/06/1990 09:00;145,36;139,4;6,9498;6,7066;0,845;0
21/06/1990 10:00;176,01;169,62;8,4695;8,1941;0,8527;0
21/06/1990 11:00;349,09;338,57;16,808;16,295;0,8549;0
21/06/1990 12:00;311,5;301,83;14,972;14,521;0,8538;0
21/06/1990 13:00;292,25;283,05;14,022;13,598;0,8522;0
21/06/1990 14:00;305,02;295,44;14,601;14,16;0,8503;0
21/06/1990 15:00;266,98;257,97;12,751;12,363;0,8481;0
21/06/1990 16:00;198,89;191,52;9,4545;9,1576;0,8433;0
21/06/1990 17:00;125,88;120,48;5,9029;5,6812;0,8266;0
21/06/1990 18:00;88,65;84,11;4,0791;3,884;0,8024;0
21/06/1990 19:00;23,595;22,283;1,0022;0,8354;0,6484;0
21/06/1990 20:00;0;0;0;-0,005;1;0
21/06/1990 21:00;0;0;0;-0,005;1;0
21/06/1990 22:00;0;0;0;-0,005;1;0
21/06/1990 23:00;0;0;0;-0,005;1;0
22/06/1990 00:00;0;0;0;-0,005;1;0
22/06/1990 01:00;0;0;0;-0,005;1;0
22/06/1990 02:00;0;0;0;-0,005;1;0
22/06/1990 03:00;0;0;0;-0,005;1;0
22/06/1990 04:00;0;0;0;-0,005;1;0
22/06/1990 05:00;30,408;27,057;1,2714;1,1023;0,6639;0
22/06/1990 06:00;95,161;87,353;4,3558;4,1579;0,8002;0
22/06/1990 07:00;167,36;158,33;7,9994;7,7341;0,8464;0
22/06/1990 08:00;261,43;251,14;12,689;12,303;0,8619;0
22/06/1990 09:00;335,05;323,95;16,268;15,774;0,8623;0
22/06/1990 10:00;388,02;376,24;18,768;18,185;0,8584;0
22/06/1990 11:00;404,47;392,81;19,522;18,912;0,8564;0
22/06/1990 12:00;378,34;367,21;18,261;17,696;0,8567;0
22/06/1990 13:00;394,15;382,82;18,989;18,398;0,8549;0
22/06/1990 14:00;360,6;349,91;17,389;16,855;0,8561;0
22/06/1990 15:00;321,31;310,98;15,489;15,021;0,8562;0
22/06/1990 16:00;245,84;237,07;11,84;11,479;0,8552;0
22/06/1990 17:00;158,67;152,03;7,5725;7,3163;0,8445;0
22/06/1990 18:00;114,42;108,35;5,3623;5,1514;0,8246;0
22/06/1990 19:00;38,205;35,801;1,6881;1,5154;0,7265;0
22/06/1990 20:00;0;0;0;-0,005;1;0
22/06/1990 21:00;0;0;0;-0,005;1;0
22/06/1990 22:00;0;0;0;-0,005;1;0
22/06/1990 23:00;0;0;0;-0,005;1;0
23/06/1990 00:00;0;0;0;-0,005;1;0
23/06/1990 01:00;0;0;0;-0,005;1;0
23/06/1990 02:00;0;0;0;-0,005;1;0
23/06/1990 03:00;0;0;0;-0,005;1;0
23/06/1990 04:00;0;0;0;-0,005;1;0
23/06/1990 05:00;17,269;16,226;0,7288;0,5642;0,5984;0
23/06/1990 06:00;49,944;46,918;2,2703;2,0924;0,7673;0
23/06/1990 07:00;95,605;90,88;4,5167;4,3171;0,827;0
23/06/1990 08:00;148,66;142,34;7,1457;6,8985;0,8499;0
23/06/1990 09:00;196,57;189,26;9,518;9,2197;0,859;0
23/06/1990 10:00;258,13;249,4;12,518;12,137;0,8612;0
23/06/1990 11:00;291,17;281,96;14,103;13,677;0,8603;0
23/06/1990 12:00;303,73;294,31;14,68;14,237;0,8585;0
23/06/1990 13:00;302,77;293,37;14,65;14,208;0,8595;0
23/06/1990 14:00;277,98;269,11;13,397;12,991;0,8559;0
23/06/1990 15:00;223,81;216,03;10,753;10,424;0,853;0
23/06/1990 16:00;185,24;178,32;8,8603;8,5765;0,848;0
23/06/1990 17:00;133,58;127,86;6,3174;6,0873;0,8346;0
23/06/1990 18:00;77,082;73,205;3,5546;3,3647;0,7995;0
23/06/1990 19:00;32,578;30,616;1,4206;1,2502;0,7029;0
23/06/1990 20:00;0;0;0;-0,005;1;0
23/06/1990 21:00;0;0;0;-0,005;1;0
23/06/1990 22:00;0;0;0;-0,005;1;0
23/06/1990 23:00;0;0;0;-0,005;1;0
24/06/1990 00:00;0;0;0;-0,005;1;0
24/06/1990 01:00;0;0;0;-0,005;1;0
24/06/1990 02:00;0;0;0;-0,005;1;0
24/06/1990 03:00;0;0;0;-0,005;1;0
24/06/1990 04:00;0;0;0;-0,005;1;0
24/06/1990 05:00;20,065;18,778;0,8599;0,6943;0,6337;0
24/06/1990 06:00;13,748;13,082;0,5781;0,4147;0,5525;0
